INADIMPLENTE,CREDITO_CONCEDIDO,GENERO,ESCOLARIDADE,ESTADO_CIVIL,IDADE,ATRASO_PARCELA_M_0,ATRASO_PARCELA_M_2,ATRASO_PARCELA_M_3,ATRASO_PARCELA_M_4,ATRASO_PARCELA_M_5,ATRASO_PARCELA_M_6,SALDO_PAGO_PARCELA_1,SALDO_PAGO_PARCELA_2,SALDO_PAGO_PARCELA_3,SALDO_PAGO_PARCELA_4,SALDO_PAGO_PARCELA_5,SALDO_PAGO_PARCELA_6,VALOR_PAGAMENTO_ANTERIOR_1,VALOR_PAGAMENTO_ANTERIOR_2,VALOR_PAGAMENTO_ANTERIOR_3,VALOR_PAGAMENTO_ANTERIOR_4,VALOR_PAGAMENTO_ANTERIOR_5,VALOR_PAGAMENTO_ANTERIOR_6
0,260000,2,2,2,40,-1,-1,-2,-2,-2,-2,1022,1085,0,0,0,0,1085,0,0,0,0,300
1,50000,2,1,2,24,0,0,-1,-1,-2,-2,4299,652,176,-398,-398,-699,699,176,0,0,0,0
0,120000,1,1,2,36,0,0,2,0,0,2,24466,28255,27507,27952,31136,30486,4500,0,1200,3800,0,1500
0,50000,1,2,2,23,0,0,0,0,0,0,49798,50795,50150,9658,10011,9345,2193,2040,330,492,332,500
0,50000,1,3,2,29,0,0,0,0,0,0,49156,50162,49170,49426,50906,45886,4000,2400,2000,2459,2100,5000
0,100000,2,2,1,31,0,0,-1,-1,0,-1,92265,93873,1473,2946,1473,540,5000,1473,2946,0,540,780
1,120000,1,2,1,44,1,2,2,2,2,2,63915,62296,67261,67662,68940,70677,5,5993,2101,2999,2999,2495
0,50000,1,3,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,210000,2,1,2,33,1,-2,-2,-1,-1,-1,0,0,0,25478,9485,0,0,0,25478,9485,0,0
1,40000,2,2,2,44,2,2,2,2,2,2,35515,36176,37490,38726,39795,40230,1550,2200,2170,2001,1601,1602
1,80000,2,1,1,37,-1,-1,-1,0,-1,-1,5921,1649,4997,5208,3668,3152,1732,4997,3864,3668,3152,1558
1,30000,1,2,2,53,0,1,0,0,0,0,13059,13041,13873,13893,15195,15438,520,1391,578,1939,642,391
0,190000,2,1,1,35,-1,-1,0,0,0,0,980,68738,105265,126905,150953,153223,68738,50000,26905,30000,7000,10000
0,20000,1,2,2,41,0,0,0,-1,0,-1,16808,16741,14450,8796,5419,2377,1301,1000,8796,108,2377,15742
1,30000,2,2,1,34,1,0,0,0,0,0,26689,27726,29142,29864,26345,27649,1478,2083,1511,480,2000,2514
1,50000,1,2,2,23,0,0,0,1,0,0,16848,15344,12413,10127,9477,7468,1578,2635,37,596,1230,1460
0,120000,1,2,1,30,1,2,2,2,0,0,80226,81812,82922,80989,82761,84766,3500,3000,0,3120,3500,3100
0,210000,1,2,2,35,0,0,0,0,0,0,131956,134755,139089,140488,143649,146834,5000,6507,5200,5500,5500,5510
1,60000,2,1,1,31,-1,0,-1,1,1,1,2638,3466,849,123,422,249,1926,892,17,315,0,6625
0,30000,2,1,2,24,-1,-1,-1,-1,-1,0,784,390,7480,0,1803,1023,390,7480,0,1803,0,0
0,320000,2,1,2,28,-2,-2,-2,-2,-2,-2,0,0,0,0,1999,1999,0,0,0,1999,1999,1999
0,20000,1,3,2,48,1,2,2,0,0,0,16434,17452,16879,17059,17263,17675,1577,0,757,628,700,2488
0,50000,1,2,2,25,0,0,0,0,0,0,21006,18851,19722,19644,18687,18033,4788,1532,1002,1006,2004,2309
1,100000,1,1,2,28,1,2,1,1,1,0,48138,48294,47551,50545,50076,50914,1320,585,3969,532,2240,532
0,90000,2,2,1,27,-1,-1,0,0,0,0,1767,17684,18382,21415,6654,10323,17684,3000,5000,3000,5000,7000
1,20000,1,2,2,54,2,0,0,0,0,0,15248,16283,17328,18060,18766,20202,1596,1613,1327,1000,1864,67
1,350000,1,1,1,43,2,2,0,5,4,4,1792,1470,2184,1953,1792,1631,0,713,0,0,0,322
0,450000,2,1,1,39,-1,-1,-1,-1,-1,0,3664,4587,4562,5001,39243,25512,4595,4562,5001,39292,0,62597
1,180000,1,1,2,23,2,2,2,2,2,2,157074,158088,166492,168487,172662,172027,5000,12552,6200,7000,2304,6180
1,193205,2,2,2,22,0,0,0,0,0,2,213228,192774,134247,144756,151715,153455,8464,5250,15452,10754,4965,558
0,140000,2,2,1,35,0,0,0,0,0,0,127794,120770,116399,112055,107364,107762,4317,4189,5411,3800,4024,4100
0,80000,2,2,2,25,0,0,0,0,0,0,78401,76930,77977,58469,58722,59770,3562,3112,2076,2279,2175,2300
0,70000,2,1,1,29,0,0,0,0,0,0,68532,69475,69582,69589,68728,69304,3300,3100,2800,2600,2940,3000
1,50000,2,1,1,23,0,0,0,0,0,0,49124,47491,47648,21591,18311,1506,2142,1334,397,390,742,31
0,100000,1,1,2,34,-1,2,2,-1,-1,-2,772,772,-8,2562,0,0,0,8,2570,0,0,0
1,30000,1,1,1,25,1,2,2,2,2,2,14147,15154,14618,15355,14960,16584,1528,0,1266,0,1874,0
0,70000,2,2,2,22,0,0,0,0,0,0,66748,52642,40934,34685,30166,29299,2049,1700,1446,1000,1044,1176
1,20000,1,2,1,41,2,2,0,0,0,3,18299,17717,18910,18944,21835,21183,0,1509,643,3203,0,0
0,230000,2,3,1,44,-1,-1,-1,-1,-1,-1,1424,6534,3733,1443,1443,1435,6553,3756,1443,1443,1435,2965
1,40000,2,2,1,30,2,2,2,2,2,2,14408,15370,16320,16456,16492,16086,1500,1500,700,600,0,1600
1,180000,1,1,1,33,1,0,0,0,0,0,182599,176382,178491,177838,169341,172513,7397,7830,6598,6293,9411,3816
0,250000,2,2,1,39,0,0,0,0,-1,-1,210262,58752,31707,13630,10000,10000,10073,10011,1000,10000,10000,10000
1,224086,1,1,1,34,1,2,0,0,2,2,188494,187858,190695,199200,201871,202996,3677,7703,12053,7204,4247,11935
0,60000,1,2,2,39,0,0,2,0,0,0,58538,61359,58147,59399,37746,37794,6000,0,2500,1316,1401,3000
0,310000,2,1,1,45,0,0,0,0,0,0,91532,93351,96218,97722,101082,103202,3340,4370,4000,5000,3899,3761
1,220000,1,1,1,48,3,2,2,-2,-2,-2,2500,2500,0,0,0,0,0,0,0,0,0,0
1,130000,1,2,2,26,2,1,1,0,0,0,136807,138474,133089,132893,102761,102741,6940,308,5125,4910,4918,4935
0,100000,2,2,2,28,0,0,0,0,0,0,50697,51813,53416,32422,33177,42560,1959,2545,1513,1268,10000,10000
0,30000,1,2,1,36,0,0,4,3,2,2,22261,28083,27371,26645,25919,27535,6200,0,0,0,2038,1268
0,260000,2,2,2,33,-2,-1,0,0,0,0,4141,131000,129698,120375,118847,120361,133280,4813,4039,4095,4271,3701
0,300000,2,1,2,38,-2,-2,-2,-2,-2,-2,13548,13097,3025,4128,1726,-587,2060,2004,2003,1726,692,116422
0,270000,2,2,2,26,0,0,0,0,0,0,29951,12211,13533,14391,15255,16273,1300,1533,1391,1255,1273,1000
0,360000,1,2,1,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,294722,2,1,1,35,0,0,0,0,0,0,7066,7389,8040,14396,16967,22061,1613,1752,9052,2803,11922,2765
1,90000,2,2,1,55,2,2,2,0,0,0,83040,81998,83674,80890,31565,33049,900,4003,3000,3000,3000,2000
1,50000,2,2,2,23,2,2,2,3,2,2,31805,32988,34935,34076,34685,33976,2000,2800,0,1300,0,3700
0,240000,2,1,2,38,0,0,0,0,0,-1,138151,111189,75880,46407,12697,215281,6021,3004,4006,5000,215281,8000
0,500000,1,1,2,29,0,0,0,0,0,0,367965,412023,445007,542653,483003,473944,55000,40000,38000,20239,13750,13770
1,200000,2,1,2,39,-2,-2,-2,-2,-1,-1,0,0,0,0,2330,0,0,0,0,2330,0,0
1,50000,1,2,1,29,3,2,2,0,0,0,32750,33532,32597,19576,19034,19525,1600,7,900,700,800,800
0,300000,2,2,2,28,0,0,0,0,0,0,327724,325970,325020,319750,265136,262378,11250,11877,10487,7831,8092,7634
0,360000,1,1,1,39,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,210000,2,1,2,28,0,-1,-1,-1,-1,-1,7457,1512,8475,5499,2960,670,1512,8475,5499,2960,670,25594
0,80000,2,3,1,45,-2,-2,-2,-2,-2,-2,640,23699,2676,-4,-4,-4,23699,22670,0,0,0,0
1,20000,2,2,1,43,1,2,3,2,2,2,11501,12998,13492,12978,13962,13595,2000,1000,0,1200,0,3000
0,120000,2,2,2,27,-1,-1,2,-1,-1,-1,1066,5079,2528,4007,7457,2819,5079,0,4007,7457,2819,8638
1,442654,1,2,1,44,0,-1,-1,-1,-1,-1,72422,1119,1616,1117,1368,-12066,1183,1616,1117,1368,1590,128974
1,100000,1,2,1,43,1,2,2,2,1,1,80339,81245,84127,84783,82630,87389,2818,5067,2915,84,6112,3983
1,200000,2,1,2,43,-2,-2,-2,-2,-2,-2,-109,-109,-109,-109,-109,-109,0,0,0,0,0,0
0,60000,1,3,2,29,0,0,0,0,0,0,4262,11674,6281,7920,8472,8735,7662,1269,1908,1000,727,0
0,500000,1,2,2,40,-1,-1,-1,-1,0,-1,33179,97882,48017,49403,40018,54109,99159,48276,49450,201,54379,9905
1,250000,1,2,1,35,1,0,0,0,0,0,88688,41157,39044,35205,34945,36283,1389,2173,1980,1887,1558,1339
0,120000,2,1,2,24,0,0,0,0,-1,-1,3377,4644,8528,8200,3488,1161,2500,5000,1000,3488,1161,5036
1,50000,2,2,2,47,1,1,2,1,1,1,44800,47421,45993,46839,29342,28466,3536,0,2529,517,1510,472
0,250000,2,1,2,28,0,0,0,0,0,0,273927,211551,132145,88487,66701,52054,21700,11710,6030,9150,11600,48930
0,200000,1,1,2,29,-1,-1,-1,-1,-1,-1,170,3300,38526,-93,18681,12399,3318,42497,0,18774,12461,9526
0,180000,2,5,1,44,0,0,-1,-1,-1,-1,20916,0,850,0,6881,10340,0,850,0,6881,10340,182
1,50000,1,2,1,35,1,1,1,1,1,1,26879,28529,29689,29466,30654,31432,2290,1925,561,1672,1377,1685
0,30000,1,3,2,52,1,2,0,0,0,0,18034,16604,16635,15413,14296,9090,6,1335,2000,0,0,939
1,20000,2,1,2,30,0,0,0,1,0,2,3217,4236,5428,5763,6050,6211,1231,1488,655,553,446,0
0,150000,1,1,1,51,0,0,0,0,0,0,149640,146178,133811,122606,107726,1200,6000,3857,12000,20000,0,14500
1,20000,1,3,2,24,3,2,2,4,4,4,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0
1,420000,1,2,1,34,0,0,0,0,0,0,226007,226465,205276,206521,209775,194883,10000,9600,6700,7000,7042,7112
1,150000,1,1,2,34,2,3,2,0,0,0,32355,31549,30759,32764,36229,79827,0,0,2535,5000,5000,3000
1,60000,2,2,1,23,1,0,0,0,0,0,60278,60638,60925,60410,37914,36940,2537,2989,2276,1394,1409,1368
1,140000,2,1,2,29,0,0,0,0,0,0,97108,97980,98091,97213,97332,101353,4400,4432,3507,3500,7396,724
1,150000,1,2,1,36,2,2,0,0,0,0,88655,86333,88931,92441,102903,105240,0,4000,5000,12000,4000,6000
1,140000,1,2,1,28,0,0,0,0,0,0,110384,106389,97978,98857,101264,103524,3729,3539,3538,4000,4097,3631
0,60000,2,1,2,24,0,0,0,0,0,0,57802,58960,60862,59279,59176,58128,2960,2866,2279,2276,2128,2237
1,140000,1,2,1,47,3,3,3,2,0,0,192182,187720,189659,185477,189351,193122,0,6500,0,6497,6536,6760
1,39921,1,1,2,23,0,0,0,0,0,0,30088,30780,13864,10333,7447,7380,1289,2008,324,413,267,274
1,50000,1,2,1,33,0,0,0,0,0,0,97190,48290,49633,48707,19623,13673,1787,2130,1184,13604,496,523
1,110000,1,2,2,26,2,2,2,2,2,0,108603,110877,112986,113564,111615,108383,5565,5365,4000,1369,2630,3987
1,130000,2,2,1,35,1,2,0,0,0,1,50832,51405,52227,51823,54113,55221,1666,2261,1047,3199,2152,1047
1,230000,2,1,1,45,-1,-1,-1,-1,-1,-1,6348,0,967,0,699,499,0,967,0,699,499,0
1,130000,1,2,1,37,2,2,2,2,0,0,69240,70507,71119,70654,72371,74077,3000,2319,1338,2977,2977,3063
1,30000,2,3,2,50,-1,-1,2,-1,-1,-2,178,1860,940,1110,0,0,1860,0,1110,0,0,0
0,100000,2,2,2,23,-2,-2,-2,-2,-2,-2,45756,9187,5408,12920,9656,4737,9187,5408,12920,9656,4737,4513
1,40000,1,2,1,43,2,2,1,1,2,1,35615,36219,37515,38791,39792,40216,1493,2182,2201,1928,1599,1590
1,146350,1,2,1,43,1,1,1,1,1,1,80825,72652,59338,55617,45211,50017,5238,1277,7080,912,13357,729
0,150000,2,1,2,28,-1,-1,-2,-2,-2,-2,3470,0,0,0,0,0,0,0,0,0,0,0
1,30000,1,1,1,25,-1,0,-1,-1,1,1,308,195,195,332,189,-887,142,195,332,52,0,4883
0,110000,1,1,2,29,-1,-1,0,0,0,0,750,71015,72517,72537,55600,72442,71022,5000,5000,5000,22000,5000
0,160000,2,1,2,42,-1,-1,-2,-2,-2,-2,4980,0,0,0,0,0,0,0,0,0,0,0
0,360000,2,2,2,32,0,0,0,0,0,0,93029,94054,91834,95631,100123,100738,10000,7000,10000,10000,10000,10000
0,320000,2,2,1,46,-2,-2,-2,-1,-1,-1,15176,24845,12680,5522,44743,18931,24969,12743,5542,44956,19011,8138
0,20000,2,3,2,46,1,2,0,0,0,0,18505,17898,18067,18917,18717,17144,0,1800,1600,400,0,0
0,190000,2,2,1,55,-1,-1,-1,-1,-1,-1,6637,6476,14501,1190,3705,1049,6476,14915,1190,3705,1049,10160
0,330000,2,2,1,30,0,0,0,0,0,-1,155285,156122,11733,9620,0,4520,10000,10000,2000,0,4520,2500
1,130000,2,1,2,30,2,2,2,1,0,0,9030,9052,9750,10262,10442,10659,316,1000,873,600,536,463
0,190000,1,2,1,37,1,2,0,0,0,-2,49541,48458,46423,38493,0,0,0,1400,770,0,0,0
1,35713,1,2,2,42,1,0,0,0,0,0,47967,44741,37053,32350,20125,30118,2151,2142,1291,1715,24286,1426
1,500000,1,1,1,50,2,2,2,2,2,2,70144,74850,76463,77611,78735,80430,6500,3400,3000,3000,3100,3110
1,177618,2,2,2,31,0,1,-1,-1,-1,0,6237,1983,1311,140,24293,17435,683,1311,140,24293,2166,598
0,220000,2,3,2,46,0,0,0,0,0,0,214274,214207,211733,80965,78992,77537,11000,10000,10000,6000,6000,5000
0,230000,2,1,2,25,0,0,0,0,0,0,52906,54454,53457,55128,52788,53671,3000,2000,2500,2500,2000,2000
1,70000,2,1,2,22,0,0,0,0,0,0,69145,68951,71307,70161,50631,49416,1416,4936,2431,2238,1787,1801
0,130000,1,1,2,43,0,0,0,0,0,0,130874,132743,131862,101971,101689,101303,5500,6000,4000,4000,4000,3800
0,100000,2,3,1,26,0,0,0,0,0,0,45807,47099,40027,37735,35437,34155,5000,2500,3000,1597,2457,5660
1,20000,1,1,1,25,0,0,-1,-1,-1,-1,3566,2193,13432,8732,1025,477,2193,16346,8732,1083,477,0
1,30000,2,2,2,22,2,1,1,1,1,2,9076,10402,10574,16756,17854,17843,1631,527,6492,1633,527,395
0,180000,1,3,2,41,0,0,0,0,0,0,183047,182506,183363,183013,142048,142570,6704,6973,7023,7000,6000,5357
1,320000,1,1,2,34,-1,-1,-1,-1,-2,-2,98,22,2426,0,0,0,0,2427,0,0,0,0
1,20000,1,3,2,24,3,3,2,2,2,2,15846,16283,17325,17542,17756,18023,1000,1600,800,800,700,800
1,20000,1,2,2,26,0,0,0,0,0,0,18626,20296,18902,38250,19709,19774,2000,1308,683,1472,714,357
1,120000,1,1,2,30,1,0,0,-1,-1,-1,474,467,387,430,74,706,387,312,436,74,749,387
0,30000,1,1,2,47,2,2,0,0,0,2,26413,25690,26719,27774,28809,30399,0,1445,1500,1500,2200,0
0,320000,1,1,1,40,-1,-1,-1,-1,-1,-1,430,430,430,430,430,430,430,430,430,430,430,430
0,210000,2,2,2,28,-2,-2,-2,-2,-2,-2,2316,2316,2836,2316,1446,131242,2316,2836,2316,1446,131242,5000
1,200000,2,3,1,26,0,0,0,0,0,0,201642,202486,197888,145078,137272,131447,7671,6210,4500,4200,6200,4200
1,100000,2,2,1,41,2,2,2,2,2,2,44354,45421,46482,47243,48080,49024,2080,2114,1819,1980,1961,2000
0,180000,2,2,1,33,1,-1,0,0,0,0,-84,482,6566,6905,7385,7847,982,6500,1000,1000,1000,1000
1,50000,1,2,2,23,0,0,0,0,0,0,50268,50336,49483,47096,30417,29826,2058,2471,2866,1242,1401,1188
0,50000,2,2,1,54,0,0,0,0,0,0,50566,49717,49661,49581,49550,48871,2102,2013,1747,2012,2000,5900
0,20000,1,2,2,28,0,0,0,0,0,0,8814,10167,21774,10707,10539,10757,1500,1200,378,389,400,600
0,30000,2,2,2,25,1,2,3,2,2,0,17835,21220,20563,18676,18281,17261,4000,0,1000,0,2000,2000
0,200000,2,2,1,51,0,0,0,0,0,0,288015,148160,98651,251331,255017,54705,4470,9746,155858,5869,1964,1938
1,20000,1,1,2,30,0,0,0,-1,-1,-2,15005,18556,316,316,0,0,8427,316,0,0,0,0
1,230000,2,1,1,34,1,-2,-1,-1,-1,-2,0,0,45,2162,0,0,0,45,2162,0,0,0
1,407588,2,1,1,37,2,1,1,0,0,0,184545,188030,180680,172068,163678,114504,7888,678,8874,5391,4522,5218
1,20000,2,2,1,25,0,1,1,2,1,-1,5416,3163,5131,5120,1481,1481,676,2032,246,0,0,0
0,10000,1,2,2,34,0,0,0,0,0,0,9178,7692,9484,10004,10084,9936,1500,2257,1200,500,500,600
1,500000,2,1,1,41,1,0,-2,-2,-2,-2,1133,0,0,0,0,0,0,0,0,0,0,0
1,314312,1,1,2,39,0,0,0,0,0,0,268795,261470,264766,236499,229166,225244,8927,8775,7612,7565,7846,7990
1,200000,1,1,2,37,0,0,0,0,0,0,188545,189799,191054,189318,190854,185735,5796,8857,8106,11159,5478,7000
1,62271,1,3,1,49,0,0,0,0,0,0,58056,59064,55932,56224,29908,29555,2518,2670,33159,2005,2053,1753
1,30000,2,3,1,40,2,2,2,0,0,0,16457,19145,18547,18645,17847,15465,3280,0,1511,609,500,800
1,130000,1,2,1,26,-1,0,0,-1,-1,-1,322,1388,172,435,0,1161,1130,173,436,0,1161,1355
1,50000,1,2,1,34,1,1,1,1,1,1,33416,34152,35256,36472,37578,32836,1936,2418,2045,1981,1818,3727
0,50000,2,3,1,47,-1,-1,-1,-1,-1,-1,12785,19971,5095,14867,8037,2642,19982,5095,14867,8037,2642,7023
0,170000,2,2,2,27,0,0,0,0,0,0,162671,166202,161973,167201,161327,171863,7500,6000,10000,7000,16000,6200
1,130000,1,2,3,34,2,2,2,0,0,0,126749,135867,132249,132416,131959,128375,11243,0,5600,5150,5100,4512
1,201978,1,2,2,35,-1,-1,-1,-1,-1,-1,39652,241,800,370,261,50,212,776,340,0,50,34804
0,170000,2,3,1,41,-1,-1,-1,-1,-1,-1,1000,0,978,1009,1101,0,0,978,1009,1101,0,912
1,50000,1,2,1,36,0,0,0,0,0,0,47737,48684,49710,49112,9692,9742,2010,2229,1190,489,490,379
0,50000,2,2,1,24,0,0,0,-2,-2,-2,25207,25435,0,0,0,0,1000,0,0,0,0,0
0,250000,2,1,1,31,-1,-1,-1,-1,-1,-2,315,-72,7304,95,0,0,0,7376,0,0,0,0
1,200000,1,2,1,59,-1,-1,1,-1,-1,-1,374,677,374,374,374,674,677,376,375,375,675,73
0,360000,2,1,1,39,-1,-1,-1,-1,-1,-1,21421,31104,17918,19259,26924,19049,31110,17918,19459,26924,19049,7648
0,50000,1,2,2,34,1,2,2,2,0,0,35548,31713,50319,42805,39207,50155,0,21220,13,1510,15018,21
0,40000,2,2,1,28,0,0,2,0,0,0,29195,32043,31250,31962,32752,33571,3650,0,1533,1322,1500,1221
1,60013,2,3,1,29,0,0,0,0,0,0,55165,54291,40523,48943,35402,32972,3068,3000,35614,4070,4670,3394
0,180000,2,2,1,30,-1,-1,-1,-1,-1,-1,2488,13476,3173,13202,6594,2549,13476,3173,13212,6594,2549,1000
1,50000,1,2,1,44,0,0,0,0,0,0,49300,49644,48644,28774,29278,28997,1259,1664,1005,1560,1483,1174
1,60000,1,1,1,38,-1,1,1,-1,-1,-1,677,373,-2075,350,46,-258,69,69,4359,69,69,69
1,80000,1,1,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,360000,2,1,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,91152,1,1,1,32,0,0,0,0,0,0,9635,62777,59967,53481,43553,22255,59780,4344,2066,2751,1924,1896
0,240000,1,3,1,33,0,0,0,2,0,0,64853,67948,197032,169878,164926,160600,8000,157500,0,5759,5775,6407
0,130000,2,3,2,35,0,0,0,0,0,0,3929,4857,5771,8659,10503,11329,1000,1000,3000,2000,1000,1000
0,160000,1,1,2,46,-1,-1,-1,-1,-1,-1,1338,711,1941,1052,2004,931,711,1945,1052,2004,931,1499
0,230000,1,1,1,44,1,-1,-1,0,-1,-1,-213,2302,22049,20756,8035,10766,5000,22068,2014,9000,10766,7721
0,30000,1,3,2,37,0,0,0,0,0,0,22629,11332,12471,7985,13619,17997,5002,5003,7983,10000,10103,10106
0,230000,2,2,1,34,0,-1,-1,-1,-1,-1,205530,380,380,2350,103030,380,380,380,2350,103030,380,1570
1,234099,2,1,1,37,0,-1,-1,-1,0,0,446,716,0,13006,7416,13057,716,0,13006,537,6037,738
1,10000,2,3,2,44,2,2,2,2,2,2,10422,9775,10964,11153,10762,10126,0,2500,1000,400,0,672
1,80000,1,2,1,49,2,2,2,2,2,1,36040,39292,39305,40704,39763,40786,4028,942,2350,0,1764,2175
0,80000,1,1,1,46,0,0,0,0,0,0,39115,40176,39681,29213,25356,22723,2000,2490,1522,1100,960,988
0,200000,2,1,2,30,-2,-2,-2,-1,0,-1,0,0,324,3741,1374,2932,0,324,3741,0,3118,0
1,97009,1,2,1,28,2,0,0,0,0,1,75942,75938,69576,63885,58442,58156,2453,3098,2947,1682,2911,538
1,20000,1,2,1,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,80000,2,1,1,26,1,2,2,0,0,0,79961,80840,80819,78360,29540,30154,2912,2247,1573,1032,1382,1268
1,160000,2,1,1,33,0,1,1,0,0,0,3651,3729,1229,675,675,0,607,373,104,104,0,209
0,120000,2,2,2,39,0,0,2,0,0,0,22033,24067,24372,24670,25617,26535,2400,1000,1000,1500,1500,1500
1,40000,1,1,2,25,0,0,0,0,0,0,9783,10470,10948,12114,12687,13269,1704,1280,2184,1948,1439,1164
1,100000,2,2,1,32,0,0,0,1,1,1,75357,76095,81005,82714,83786,79490,2174,6388,3812,3175,1051,4086
1,60000,2,3,1,48,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316
1,110000,1,2,1,42,0,0,0,0,0,0,110654,111713,111650,111432,110627,109929,4349,4169,3907,3287,4133,3902
0,50000,1,1,2,25,0,0,2,2,2,2,44663,48045,47306,49296,47220,49584,4100,400,3000,2,4005,6
0,260000,2,3,3,55,0,0,0,0,0,0,185441,190942,194161,197287,172561,165409,10000,8000,7150,7057,7396,4060
1,80000,2,2,1,41,0,0,-1,-2,-2,-2,31050,184,0,0,0,0,17,0,0,0,0,0
0,30000,1,3,3,45,0,0,2,0,0,2,21325,24355,23670,24002,26373,25798,3376,0,1023,2925,0,1000
0,180000,1,1,2,40,0,0,0,0,-1,-1,123705,126429,20650,7751,1630,0,6019,1074,2038,819,0,0
0,20000,1,2,2,34,0,0,0,0,0,0,36773,17288,16212,17567,16089,20743,3210,2000,1600,871,5214,300
0,210000,2,5,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,60000,2,2,2,31,0,0,0,2,2,2,36434,39925,43350,42057,26877,26493,4100,4073,0,1600,0,1100
1,98582,2,2,1,29,0,-1,1,1,-1,-1,1481,211,264,134,440,15585,211,188,134,440,15585,177
0,100000,2,3,2,28,0,-1,-1,0,0,0,7220,13677,49773,61244,31410,20529,13695,49813,50054,33,10028,100000
0,50000,2,2,2,24,0,0,0,0,-2,-2,30344,47000,33034,0,0,0,20002,1000,0,0,0,0
1,60000,2,3,1,55,3,2,0,0,0,0,74786,71575,63821,63719,63807,57482,0,9400,2271,2425,2087,2142
1,10000,2,3,1,49,-1,-1,-2,-1,2,2,32,-358,-748,1690,1138,930,0,0,2828,0,182,0
1,120000,1,1,1,29,0,1,0,0,0,0,6380,7089,8816,8880,10767,7189,1002,1992,174,1986,993,8
0,370000,2,2,1,45,0,0,0,0,0,2,155124,162526,168389,338660,221808,222304,10000,10000,10000,114000,10000,0
0,330000,2,2,1,27,-2,-2,-2,-2,-2,-1,0,0,0,0,0,2234,0,0,0,0,2234,1000
0,100000,2,2,1,45,-2,-2,-2,-2,-2,-1,0,0,0,0,0,1505,0,0,0,0,1505,0
1,20000,1,2,1,43,0,0,0,0,0,0,17300,17629,18611,18653,19522,19420,1306,1288,658,1815,462,453
0,110000,2,2,2,59,2,0,0,0,0,0,89595,126322,59115,57149,54180,51796,2437,3804,1857,1840,1832,1648
0,100000,2,2,2,23,2,2,2,2,2,2,90680,93267,95189,96332,97560,95885,5000,4300,3600,3700,0,7300
1,30000,1,2,2,24,1,2,0,0,2,2,12818,13423,13954,16009,15457,16962,1116,1048,2355,0,1883,0
0,240000,2,1,1,41,0,0,0,0,0,0,126395,129371,132218,136003,139798,142574,5000,5000,6000,6000,5098,5281
1,100000,2,2,2,27,2,3,3,2,2,3,97156,97634,96461,96975,101280,101935,2900,1300,3000,5450,2000,0
1,280000,1,1,1,43,0,0,-1,-1,-2,-2,357,0,715,0,0,0,0,715,0,0,0,0
0,120000,2,2,1,54,0,0,0,0,0,0,89197,87088,85280,83873,78945,80597,3072,3074,2887,2774,2871,3000
0,90000,2,2,2,24,0,0,0,0,-2,-2,80699,68100,33434,0,0,0,2991,2655,0,0,0,0
1,360000,2,1,1,36,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
1,500000,2,1,2,27,0,-1,0,0,0,0,9242,22149,25057,27804,28007,37391,23112,2299,5511,1800,12535,5513
1,30000,2,2,1,30,1,1,1,1,1,1,30397,30942,30627,30136,30307,28390,1759,1946,243,2027,292,2082
0,210000,1,3,1,49,0,0,0,0,0,0,27984,27686,29209,28326,26198,25020,1500,2000,1500,1000,1500,1300
0,100000,2,1,2,28,0,0,0,0,0,0,20068,21226,22573,23596,24068,24679,1800,2000,1400,863,1000,2000
0,60000,2,2,1,32,0,0,0,0,0,0,57199,57417,35875,36695,36837,37307,2491,1669,1805,1263,1439,1408
1,100000,2,1,2,22,1,2,0,0,0,0,74001,72222,73859,75427,76587,78711,0,3400,3400,3000,3500,3200
0,320000,2,4,3,32,-1,-1,-1,-1,0,0,1145,4133,2488,21222,15115,27279,4135,2488,21238,5000,15000,545
1,160000,2,1,1,28,0,0,0,0,0,0,1376,10194,11310,10099,9893,4952,9042,9196,6436,3957,260,1064
0,280000,2,1,2,26,0,0,0,0,0,0,36395,35945,36381,36594,37010,36334,1700,1600,1300,1500,2000,99334
1,101411,1,1,2,30,3,2,0,0,1,0,86476,84850,84393,49798,48498,49565,564,2147,5318,211,2000,2000
0,110000,2,3,2,33,0,0,0,0,0,0,35370,30661,62708,52873,48240,41313,11000,40000,3526,4515,3000,0
0,320000,1,1,1,29,0,0,0,0,0,0,40271,91965,86047,82233,72175,77831,60043,5036,5075,5017,10077,3062
0,410000,1,1,1,40,-1,-1,-1,2,-1,-1,34405,18612,19975,8906,10491,9347,18612,8944,7,10491,9347,9727
